slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
collectDistinctArrayV1,Collect distinct array,Collects an array of deduplicated values within each group. Null values are ignored.,"[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<T>"",""description"":""The column of values to collect into an array, keeping distinct values only""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/collectDistinctArrayV1/,线索,"[""type_variable_bounds: T accepts ComparableType"",""parse_warning: args_missing_but_heading_present""]"
arrayRemoveV1,Array remove,Returns an array after removing all provided 'value' from the given array.,"[""Array""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Array"",""type"":""Expression<Array<T>>"",""description"":""Array from which to remove provided 'value'""},{""name"":""Value"",""type"":""Expression<T>"",""description"":""Value to be removed from array""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/arrayRemoveV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
concatStringsV1,Concatenate strings,Concatenates a list of strings with the specified separator.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<String>>"",""description"":""List of strings to be concatenated.""},{""name"":""Null output if any input is null"",""type"":""Literal<Boolean>"",""description"":""If any of the input values are null, then the output should be null. If false, null values in the input are ignored.""},{""name"":""Separator"",""type"":""Literal<String>"",""description"":""Separator to be added between the strings.""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/concatStringsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
compactH3SetV1,Compact a set of H3 indices,Compact H3 indices into a subset of mixed resolutions if possible. Running the inverse operation uncompact...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""H3 indices"",""type"":""Expression<Array<H3 Index>>"",""description"":""Set of H3 cells""}]",Array<H3 Index>,https://palantir.com/docs/foundry/pb-functions-expression/compactH3SetV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
constructDelegatedMediaGidV1,Construct delegated media Gotham identifier (GID),Expression to construct a valid delegated media Gotham identifier (GID) from components. If result is more than 1024...,"[""Other""]","[""Batch"",""Streaming""]","[{""name"":""Media locator"",""type"":""Expression<String>"",""description"":""Nonempty locator for the delegated media. Null or empty values result in null output""},{""name"":""Media type"",""type"":""Expression<String>"",""description"":""Nonempty type of the delegated media. Null or empty values result in null output""},{""name"":""Producer instance"",""type"":""Literal<String>"",""description"":""UUID for the media producer. An invalid UUID will nullify all output""}]",Delegated media Gotham identifier (GID),https://palantir.com/docs/foundry/pb-functions-expression/constructDelegatedMediaGidV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
constructGeoPointV1,Create GeoPoint,Creates a GeoPoint column from a latitude and longitude column. Validates that the latitude parameter is...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Latitude"",""type"":""Expression<Double>"",""description"":""Latitude column""},{""name"":""Longitude"",""type"":""Expression<Double>"",""description"":""Longitude column""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/constructGeoPointV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
constructGeotemporalSeriesReferenceV1,Create geotemporal series reference,"Generate the required values for a geotemporal series reference object property type, which consists of a reference...","[""Geospatial"",""Other"",""String""]","[""Batch"",""Streaming""]","[{""name"":""Geotemporal series integration RID"",""type"":""ResourceIdentifier"",""description"":""The RID of the geotemporal series integration to reference.""},{""name"":""Series ID"",""type"":""Expression<String>"",""description"":""The column with the series ID values that correspond to series in the geotemporal integration""}]",Geotemporal series reference,https://palantir.com/docs/foundry/pb-functions-expression/constructGeotemporalSeriesReferenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertAngleV1,Convert between angle units,no...,"[""Geospatial"",""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Amount of current unit"",""type"":""Expression<DefiniteNumeric>"",""description"":""no description""},{""name"":""Current unit"",""type"":""Enum<Degrees, Minutes, Radians, Seconds>"",""description"":""The unit prior to conversion""},{""name"":""Target unit"",""type"":""Enum<Degrees, Minutes, Radians, Seconds>"",""description"":""The desired unit after conversion""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/convertAngleV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertDistanceV1,Convert between distance units,no description Expression<DefiniteNumeric> Current...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Amount of current unit"",""type"":""Expression<DefiniteNumeric>"",""description"":""no description""},{""name"":""Current unit"",""type"":""Enum<Centimeter, Data mile, Decameter, Decimeter, Foot, Hectometer, Inch, Kilometer, Meter, Mile, and more ...>"",""description"":""The unit prior to conversion""},{""name"":""Target unit"",""type"":""Enum<Centimeter, Data mile, Decameter, Decimeter, Foot, Hectometer, Inch, Kilometer, Meter, Mile, and more ...>"",""description"":""The desired unit after conversion""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/convertDistanceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertBaseV1,Convert base,Convert a number (or it string representation) from one base to another.,"[""Binary"",""Cast"",""Numeric""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Byte | Integer | Long | Short | String>"",""description"":""Column to convert base""},{""name"":""From base"",""type"":""Literal<Integer>"",""description"":""Convert from base""},{""name"":""To base"",""type"":""Literal<Integer>"",""description"":""Convert to base""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/convertBaseV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertTimeV1,Convert between time units,no description Expression<DefiniteNumeric>...,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Amount of current unit"",""type"":""Expression<DefiniteNumeric>"",""description"":""no description""},{""name"":""Current unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Seconds, Weeks>"",""description"":""The unit prior to conversion""},{""name"":""Target unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Seconds, Weeks>"",""description"":""The desired unit after conversion""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/convertTimeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertLegacyOffsetDateTimeV1,Convert legacy OffsetDateTime,Converts a legacy OffsetDateTime column to a timestamp that can be used in all Foundry pipelines. The timestamp is returned in...,"[""Datetime""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<Struct<timestamp , offset >>"",""description"":""no description""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/convertLegacyOffsetDateTimeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
covarianceV1,Covariance,Calculate the population covariance of values in two columns.,"[""Aggregate""]","[""Batch"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<Numeric>"",""description"":""The first column on which covariance is computed""},{""name"":""Right"",""type"":""Expression<Numeric>"",""description"":""The second column on which covariance is computed""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/covarianceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
cosineV1,Cosine,Takes the cosine of an angle.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Angle unit"",""type"":""Enum<Degrees, Radians>"",""description"":""Angle unit which is either degrees or radians""},{""name"":""Angle value"",""type"":""Expression<DefiniteNumeric>"",""description"":""Angle value in either radians or degrees""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/cosineV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
convertWeightV1,Convert between weight units,no description Expression<DefiniteNumeric> Current...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Amount of current unit"",""type"":""Expression<DefiniteNumeric>"",""description"":""no description""},{""name"":""Current unit"",""type"":""Enum<Centigram, Decagram, Decigram, Grain, Gram, Hectogram, Kilogram, Long hundredweight, Megagram, Metric ton, and more ...>"",""description"":""The unit prior to conversion""},{""name"":""Target unit"",""type"":""Enum<Centigram, Decagram, Decigram, Grain, Gram, Hectogram, Kilogram, Long hundredweight, Megagram, Metric ton, and more ...>"",""description"":""The desired unit after conversion""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/convertWeightV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
cpuJsonAudioTranscriptionV1,Transcribe audio into JSON using CPU,Transcribe audio files into JSON using CPU.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference> optional"",""description"":""The column containing media references to audio files in the media sets""},{""name"":""Language"",""type"":""Enum<Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Bashkir, Basque, Belarusian, and more ...>"",""description"":""The language to detect in the input file. If no language is provided, it will be inferred from the first 30 seconds of audio""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/cpuJsonAudioTranscriptionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
createArrayV1,Create array,Creates an array from the columns provided.,"[""Array""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<T>>"",""description"":""A list of expressions to create arrays from""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/createArrayV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
createEmptyArrayV1,Create an empty array,Returns an empty array of the given type.,"[""Array""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Type"",""type"":""Type<T>"",""description"":""The element type of the array to create.""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/createEmptyArrayV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
createGeoEllipseGeometryV1,Create ellipse geometry,Approximates an ellipse as a polygon centered at the given geo coordinate. The distance between points is computed...,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Center"",""type"":""Expression<GeoPoint>"",""description"":""Longitude and latitude for the center of the ellipse""},{""name"":""Semi-major axis length"",""type"":""Expression<DefiniteNumeric>"",""description"":""The length of the longest radius (half the axis) of the ellipse""},{""name"":""Semi-major axis length unit"",""type"":""Enum<Centimeter, Data mile, Decameter, Decimeter, Foot, Hectometer, Inch, Kilometer, Meter, Mile, and more ...>"",""description"":""The unit of the semi-major axis length""},{""name"":""Semi-minor axis"",""type"":""Expression<DefiniteNumeric>"",""description"":""The length of the shortest radius (half the axis) of the ellipse""},{""name"":""Semi-minor axis length unit"",""type"":""Enum<Centimeter, Data mile, Decameter, Decimeter, Foot, Hectometer, Inch, Kilometer, Meter, Mile, and more ...> optional"",""description"":""The unit of the semi-minor axis length""},{""name"":""Azimuth"",""type"":""Expression<DefiniteNumeric> optional"",""description"":""The angle between the major axis and the y axis. Positive angles indicate a clockwise rotation, while negative angles indicate a counter-clockwise rotation""},{""name"":""Azimuth angle unit"",""type"":""Enum<Degrees, Minutes, Radians, Seconds> optional"",""description"":""The unit of the azimuth angle""},{""name"":""Number of points"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""The number of points used to approximate the ellipse""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/createGeoEllipseGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
